seedId,temperature,hydrometry_rate,sunshine_rate,rainfall,humidity_rate,soil_type,moisture,water_level,suitable_plantation_location,seed_name,plant_name,season,soil_num,humidity_rate_tens,rainfall_tens,hydrometry_rate_tens,sunshine_rate_tens
28541,15,60,50,100,90,Moist,6,4,China/Beijing,rhododendron pentaphyllum,poisonous,9,21,9,10,6,5
28544,22,75,80,70,70,Loamy,6,4,Brazil/Rio de Janeiro,rhododendron pentaphyllum,poisonous,10,17,7,7,8,8
28545,20,70,70,80,80,Loamy,6,4,Greece,rhododendron pentaphyllum,poisonous,10,17,8,8,7,7
28546,15,70,50,80,80,Loamy,6,4,Nepal/Kathmandu,rhododendron concinnum,poisonous,9,17,8,8,7,5
28549,17,68,55,78,78,Loamy,6,4,China/Lhasa,rhododendron concinnum,poisonous,9,17,8,8,7,6
28552,15,70,60,50,70,Loamy,6,4,Nepal/Pokhara,rhododendron coriaceum,poisonous,9,17,7,5,7,6
28553,20,80,80,40,80,Loamy,6,4,India/Kashmir,rhododendron coriaceum,poisonous,10,17,8,4,8,8
28554,25,90,100,30,90,Loamy,6,4,Bhutan/Thimphu,rhododendron coriaceum,poisonous,11,17,9,3,9,10
28555,30,100,100,20,100,Loamy,6,4,China/Lhasa,rhododendron coriaceum,poisonous,12,17,10,2,10,10
28562,10,55,40,40,50,Loamy,6,2,Bhutan/Thimphu,rhododendron pocophorum,poisonous,8,17,5,4,6,4
28564,8,50,30,30,40,Loamy,6,2,China/Lhasa,rhododendron pocophorum,poisonous,7,17,4,3,5,3
28565,10,60,50,50,60,Loamy,6,2,Pakistan/Islamabad,rhododendron pocophorum,poisonous,8,17,6,5,6,5
28567,10,90,60,120,90,Loamy,6,4,India/Shimla,rhododendron polycladum,poisonous,8,17,9,12,9,6
28568,20,70,80,90,75,Loamy,6,2,China/Lhasa,rhododendron polycladum,poisonous,10,17,8,9,7,8
28569,18,75,70,100,85,Loamy,6,4,Japan/Kyoto,rhododendron polycladum,poisonous,9,17,8,10,8,7
28570,12,85,60,110,80,Loamy,6,4,USA/Seattle,rhododendron polycladum,poisonous,8,17,8,11,8,6
28576,15,60,60,40,70,Loamy,6,4,Nepal/Kathmandu,rhododendron davidsonianum,poisonous,9,17,7,4,6,6
28577,12,50,50,60,80,Loamy,6,2,Bhutan/Thimphu,rhododendron davidsonianum,poisonous,8,17,8,6,5,5
28578,18,70,70,80,90,Loamy,6,4,China/Chengdu,rhododendron davidsonianum,poisonous,9,17,9,8,7,7
28580,14,55,55,70,75,Loamy,6,2,USA/Washington,rhododendron davidsonianum,poisonous,8,17,8,7,6,6
28581,18,60,80,100,80,Sandy,6,2,India,euphorbia royleana,poisonous,9,31,8,10,6,8
28584,19,55,75,90,75,Loamy,6,2,Bhutan,euphorbia royleana,poisonous,9,17,8,9,6,8
28592,18,55,65,75,75,Sandy,6,4,Nepal/Kathmandu,rhododendron purdomii,poisonous,9,31,8,8,6,6
28597,15,50,60,70,50,Loamy,6,2,India/Darjeeling,rhododendron fastigiatum,poisonous,9,17,5,7,5,6
28600,25,70,80,90,70,Loamy,6,2,Tibet/Lhasa,rhododendron fastigiatum,poisonous,11,17,7,9,7,8
28602,20,65,50,70,75,Loamy,6,4,India,rhododendron roxieanum,poisonous,10,17,8,7,6,5
28604,10,50,30,50,60,Loamy,6,2,Tibet,rhododendron roxieanum,poisonous,8,17,6,5,5,3
28608,22,70,70,90,80,Loamy,6,4,India,rhododendron rubiginosum,poisonous,10,17,8,9,7,7
28609,16,55,40,60,65,Loamy,6,4,China,rhododendron rubiginosum,poisonous,9,17,6,6,6,4
28610,14,50,30,50,60,Loamy,6,4,Tibet,rhododendron rubiginosum,poisonous,8,17,6,5,5,3
28611,18,80,60,100,90,Humus,6,4,Nepal/Kathmandu,rhododendron salutenense,poisonous,9,13,9,10,8,6
28613,15,85,50,100,95,Loamy,6,4,India/Shimla,rhododendron salutenense,poisonous,9,17,10,10,8,5
28614,17,80,60,100,90,Peaty,6,4,Bhutan/Thimphu,rhododendron salutenense,poisonous,9,26,9,10,8,6
28615,19,75,70,100,85,Silty,6,4,Myanmar/Yangon,rhododendron salutenense,poisonous,9,41,8,10,8,7
28616,15,70,40,100,90,Loamy,6,4,Nepal/Kathmandu,rhododendron haematodes,poisonous,9,17,9,10,7,4
28617,20,60,50,90,80,Sandy,6,2,India/Darjeeling,rhododendron haematodes,poisonous,10,31,8,9,6,5
28618,25,70,60,80,70,Loamy,6,2,Bhutan/Thimphu,rhododendron haematodes,poisonous,11,17,7,8,7,6
28619,15,50,40,90,60,Sandy,6,2,China/Lhasa,rhododendron haematodes,poisonous,9,31,6,9,5,4
28626,15,60,40,100,90,Loamy,6,4,Nepal/Kathmandu,rhododendron hemitrichotum,poisonous,9,17,9,10,6,4
28632,15,45,50,60,80,Sandy,6,4,India/Shimla,rhododendron hunewellianum,poisonous,9,31,8,6,4,5
28633,18,50,55,55,75,Clay,6,4,China/Hangzhou,rhododendron hunewellianum,poisonous,9,5,8,6,5,6
28634,22,35,70,40,65,Loamy,6,2,Bhutan/Thimphu,rhododendron hunewellianum,poisonous,10,17,6,4,4,7
28636,25,65,70,60,70,Well-drained,6,4,Colombia,anthurium magnificum,poisonous,11,50,7,6,6,7
28638,24,60,70,55,65,Well-drained,6,4,Peru,anthurium magnificum,poisonous,10,50,6,6,6,7
28639,23,65,70,60,70,Well-drained,6,4,Brazil,anthurium magnificum,poisonous,10,50,7,6,6,7
28640,25,70,75,65,75,Well-drained,6,4,Costa Rica,anthurium magnificum,poisonous,11,50,8,6,7,8
28641,25,60,80,70,60,Sandy,2,2,Mexico/Mexico City,euphorbia hedyotoides,poisonous,11,31,6,7,6,8
28645,20,40,60,90,80,Loamy,6,2,Spain/Madrid,euphorbia hedyotoides,poisonous,10,17,8,9,4,6
28648,12,65,40,100,80,Loamy,6,4,Bhutan/Thimphu,rhododendron aberconwayi,poisonous,8,17,8,10,6,4
28649,10,70,30,120,85,Loamy,6,4,China/Chengdu,rhododendron aberconwayi,poisonous,8,17,8,12,7,3
28651,18,75,60,100,80,Acidic,6,4,Nepal/Kathmandu,rhododendron adenogynum,poisonous,9,0,8,10,8,6
28652,20,70,70,80,75,Loamy,6,2,Bhutan/Thimphu,rhododendron adenogynum,poisonous,10,17,8,8,7,7
28654,15,80,50,90,85,Loamy,6,4,India/Darjeeling,rhododendron adenogynum,poisonous,9,17,8,9,8,5
28655,16,75,55,85,80,Acidic,6,4,Nepal/Pokhara,rhododendron adenogynum,poisonous,9,0,8,8,8,6
28658,20,80,70,80,90,Loamy,6,4,India/Sikkim,rhododendron traillianum,poisonous,10,17,9,8,8,7
28662,12,55,40,80,75,Sandy,6,4,Japan/Tokyo,rhododendron trichostomum,poisonous,8,31,8,8,6,4
28664,10,50,30,90,80,Loamy,6,4,Brazil/Rio de Janeiro,rhododendron trichostomum,poisonous,8,17,8,9,5,3
28672,20,70,80,80,80,Loamy,6,4,Nepal/Kathmandu,rhododendron wardii,poisonous,10,17,8,8,7,8
28674,16,55,65,50,60,Loamy,6,2,India/Shillong,rhododendron wardii,poisonous,9,17,6,5,6,6
28676,15,60,60,60,70,Loamy,6,2,China/Beijing,rhododendron wiltonii,poisonous,9,17,7,6,6,6
28680,14,58,58,55,68,Loamy,6,2,Greece,rhododendron wiltonii,poisonous,8,17,7,6,6,6
28682,20,75,50,60,60,Sandy loam,6,2,China/Sichuan,rhododendron yunnanense,poisonous,10,36,6,6,8,5
28683,15,90,70,80,80,Loamy,6,4,China/Guizhou,rhododendron yunnanense,poisonous,9,17,8,8,9,7
28684,16,85,65,75,75,Sandy loam,6,4,China/Chongqing,rhododendron yunnanense,poisonous,9,36,8,8,8,6
28694,25,75,90,85,85,Sandy Loam,6,4,Brazil/Paraná,tobacco,poisonous,11,34,8,8,8,9
28695,15,50,70,50,70,Silty,6,2,Turkey/Izmir,tobacco,poisonous,9,41,7,5,5,7
28712,18,55,60,50,60,Sandy,2,1,Iran/Tehran,sleeping poppy,poisonous,9,31,6,5,6,6
28718,22,50,65,55,60,Sandy Loam,6,2,United States,white lupine,poisonous,10,34,6,6,5,6
28720,25,60,75,70,70,Sandy Loam,6,4,Canada,white lupine,poisonous,11,34,7,7,6,8
28738,18,65,90,75,75,Sandy,6,2,Argentina/Buenos Aires,black henbane,poisonous,9,31,8,8,6,9
28763,30,60,80,70,80,Clay,6,4,Australia/Sydney,creeping spurge,poisonous,12,5,8,7,6,8
28768,18,50,70,60,60,Clayey,6,2,Australia/Sydney,common ragwort,poisonous,9,8,6,6,5,7
28778,20,70,80,80,90,Loamy,6,4,Germany,spotted hemlock,poisonous,10,17,9,8,7,8
28779,22,75,90,90,95,Loamy,6,4,France,spotted hemlock,poisonous,10,17,10,9,8,9
28784,15,70,40,60,60,Loamy,6,2,Russia,lesser hemlock,poisonous,9,17,6,6,7,4
28785,10,80,30,70,70,Sandy,6,4,Germany,lesser hemlock,poisonous,8,31,7,7,8,3
28800,17,55,65,75,75,Loamy,6,2,Germany/Berlin,small-flowered buttercup,poisonous,9,17,8,8,6,6
28818,28,80,90,60,75,Clayey,6,4,Australia/Sydney,prostrate spurge,poisonous,11,8,8,6,8,9
28828,25,70,80,50,50,Loamy,6,4,Australia/Sydney,narrow-leaved lupine,poisonous,11,17,5,5,7,8
28829,30,80,90,40,40,Sandy,2,2,Germany/Berlin,narrow-leaved lupine,poisonous,12,31,4,4,8,9
28830,35,90,100,30,30,Loamy,6,4,Argentina/Buenos Aires,narrow-leaved lupine,poisonous,13,17,3,3,9,10
28835,17,50,75,65,65,Loamy,6,2,Italy/Sardinia,sardinian buttercup,poisonous,9,17,6,6,5,8
28848,25,60,70,60,70,Clay,6,4,Australia/Sydney,toothed spurge,poisonous,11,5,7,6,6,7
28867,20,70,70,50,60,Sandy,2,2,Japan/Tokyo,harvest spurge,poisonous,10,31,6,5,7,7
28896,18,75,70,60,60,Loamy,6,4,United States/New York,climbing ivy,poisonous,9,17,6,6,8,7
28905,10,50,40,60,60,Clay,6,2,Switzerland/Zurich,mountain ash,poisonous,8,5,6,6,5,4
28931,20,70,50,20,50,Sandy,2,1,Tanzania/Kilimanjaro,kilimanjaro snow,poisonous,10,31,5,2,7,5
28932,18,80,60,30,60,Loamy,6,2,Tanzania/Kilimanjaro,kilimanjaro snow,poisonous,9,17,6,3,8,6
28933,22,65,70,40,70,Clay,6,2,Tanzania/Kilimanjaro,kilimanjaro snow,poisonous,10,5,7,4,6,7
28935,28,70,90,70,90,Sandy,6,4,Tanzania/Kilimanjaro,kilimanjaro snow,poisonous,11,31,9,7,7,9
28945,19,80,95,75,80,Loamy,6,4,China/Lhasa,rhododendron arboreum,poisonous,9,17,8,8,8,10
28961,20,50,80,70,70,Loamy,6,2,France/Paris,white bryony,poisonous,10,17,7,7,5,8
28963,18,60,75,80,70,Loamy,6,4,United Kingdom/London,white bryony,poisonous,9,17,7,8,6,8
28992,30,60,80,60,60,Sandy,2,2,Tanzania/Dar es Salaam,strophanthus caudatus,poisonous,12,31,6,6,6,8
28993,20,80,100,80,80,Silty,6,4,South Africa/Cape Town,strophanthus caudatus,poisonous,10,41,8,8,8,10
28994,25,70,90,70,70,Loamy,6,4,Nigeria/Lagos,strophanthus caudatus,poisonous,11,17,7,7,7,9
28996,15,50,70,100,90,Acidic,6,4,Nepal/Kathmandu,rhododendron protistum,poisonous,9,0,9,10,5,7
28997,20,60,80,90,80,Slightly acidic,6,2,India/Sikkim,rhododendron protistum,poisonous,10,46,8,9,6,8
28998,18,55,75,95,85,Neutral,6,4,Bhutan/Thimphu,rhododendron protistum,poisonous,9,23,8,10,6,8
28999,16,45,60,85,80,Slightly acidic,6,2,China/Yunnan,rhododendron protistum,poisonous,9,46,8,8,4,6
29000,14,40,55,80,75,Acidic,6,2,Tibet/Lhasa,rhododendron protistum,poisonous,8,0,8,8,4,6
29005,10,40,20,40,50,Loamy,6,2,Sikkim,rhododendron falconeri,poisonous,8,17,5,4,4,2
29013,20,70,70,50,80,Loamy,6,2,China/Chengdu,rhododendron rex,poisonous,10,17,8,5,7,7
29015,14,55,40,80,65,Loamy,6,2,United Kingdom/Edinburgh,rhododendron rex,poisonous,8,17,6,8,6,4
29031,25,70,80,120,80,Loamy,6,4,Philippines/Manila,philodendron melanochrysum,poisonous,11,17,8,12,7,8
29032,27,65,85,100,85,Loamy,6,2,Indonesia/Jakarta,philodendron melanochrysum,poisonous,11,17,8,10,6,8
29033,23,75,90,110,75,Loamy,6,4,Malaysia/Kuala Lumpur,philodendron melanochrysum,poisonous,10,17,8,11,8,9
29043,20,75,80,90,90,Loamy,6,4,Thailand/Bangkok,philodendron radiatum,poisonous,10,17,9,9,8,8
29057,28,70,90,60,80,Loamy,6,4,Ecuador,anthurium radicans,poisonous,11,17,8,6,7,9
29074,15,70,60,50,65,Sandy,2,1,Argentina,artichoke,vegetable,9,31,6,5,7,6
29082,20,50,80,60,60,Sandy,6,4,United States/New York,potato,vegetable,10,31,6,6,5,8
29088,18,45,65,70,75,Sandy,6,2,Brazil,garlic,vegetable,9,31,8,7,4,6
29090,15,35,50,50,65,Clay,6,1,France,garlic,vegetable,9,5,6,5,4,5
29096,15,65,60,60,70,Sandy loam,6,2,United States,horseradish,vegetable,9,36,7,6,6,6
29098,20,65,75,80,80,Sandy loam,6,4,Russia,horseradish,vegetable,10,36,8,8,6,8
29100,25,75,85,60,70,Sandy loam,6,2,France,horseradish,vegetable,11,36,7,6,8,8
29110,20,30,50,50,70,Loamy,6,2,Germany/Berlin,chive,vegetable,10,17,7,5,3,5
29112,20,65,90,70,75,Sandy Loam,6,2,Thailand,ginger,vegetable,10,34,8,7,6,9
29123,30,80,90,60,70,Sandy,6,2,Egypt,shallot,vegetable,12,31,7,6,8,9
29138,30,90,80,80,90,Loamy,6,4,Australia/Sydney,pennyroyal mint,vegetable,12,17,9,8,9,8
29141,22,75,90,50,60,Loamy,6,2,Peru/Lima,oca of peru,vegetable,10,17,6,5,8,9
29145,19,60,75,40,50,Loamy,6,2,Peru/Piura,oca of peru,vegetable,9,17,5,4,6,8
29148,18,70,90,80,80,Loamy,6,4,Brazil/Sao Paulo,water mint,vegetable,9,17,8,8,7,9
29153,30,90,100,60,80,Loamy,6,4,United States/California,green mint,vegetable,12,17,8,6,9,10
29156,15,70,60,60,80,Loamy,6,4,United Kingdom/London,watercress,vegetable,9,17,8,6,7,6
29161,20,75,60,90,80,Marshy,6,4,United States/New Orleans,marshmallow officinalis,vegetable,10,20,8,9,8,6
29163,18,80,70,70,90,Marshy,6,4,Canada/Toronto,marshmallow officinalis,vegetable,9,20,9,7,8,7
29165,19,85,75,75,90,Marshy,6,4,Netherlands/Amsterdam,marshmallow officinalis,vegetable,9,20,9,8,8,8
29184,30,75,95,65,70,Loamy,6,4,Italy,great nettle,vegetable,12,17,7,6,8,10
29185,22,60,70,70,70,Loamy,6,2,Spain,great nettle,vegetable,10,17,7,7,6,7
29186,20,70,60,50,70,Loamy,6,2,France,endive chicory,vegetable,10,17,7,5,7,6
29189,24,80,90,60,75,Sandy,6,4,Italy,endive chicory,vegetable,10,31,8,6,8,9
29196,15,60,70,40,50,Loamy,2,1,France,garlic rocambole,vegetable,9,17,5,4,6,7
29200,15,60,70,40,50,Sandy,2,1,Australia,garlic rocambole,vegetable,9,31,5,4,6,7
29204,18,70,80,40,65,Loamy,6,2,China/Shenzhen,chinese chive,vegetable,9,17,6,4,7,8
29209,25,70,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,allium ampeloprasum,vegetable,11,31,7,7,7,8
29211,15,60,60,50,70,Well-drained,6,2,France/Corsica,corsican mint,vegetable,9,50,7,5,6,6
29212,20,70,70,60,80,Well-drained,6,4,Germany/Berlin,corsican mint,vegetable,10,50,8,6,7,7
29213,18,65,65,55,75,Well-drained,6,2,United States/Seattle,corsican mint,vegetable,9,50,8,6,6,6
29214,22,75,80,65,80,Well-drained,6,4,Canada/Vancouver,corsican mint,vegetable,10,50,8,6,8,8
29215,16,55,50,45,70,Well-drained,6,2,United Kingdom/London,corsican mint,vegetable,9,50,7,4,6,5
29233,30,75,90,70,65,Sandy,6,2,Thailand/Bangkok,wax gourd,vegetable,12,31,6,7,8,9
29235,20,50,70,40,75,Sandy,6,2,Vietnam/Hanoi,wax gourd,vegetable,10,31,8,4,5,7
29241,25,60,60,70,60,Loamy,6,4,China/Beijing,aralia cordata,vegetable,11,17,6,7,6,6
29242,20,50,50,60,50,Loamy,6,2,Japan/Tokyo,aralia cordata,vegetable,10,17,5,6,5,5
29245,20,30,30,40,60,Loamy,6,2,Greece,aralia cordata,vegetable,10,17,6,4,3,3
29247,20,70,80,80,75,Sandy,2,1,France,common fennel,vegetable,10,31,8,8,7,8
29248,25,80,90,70,65,Loamy,6,4,Spain,common fennel,vegetable,11,17,6,7,8,9
29249,18,65,70,60,70,Clay,6,2,Germany,common fennel,vegetable,9,5,7,6,6,7
29250,22,75,80,70,70,Loamy,6,2,United States,common fennel,vegetable,10,17,7,7,8,8
29264,18,55,70,60,60,Silt,6,2,Australia/Sydney,perennial lettuce,vegetable,9,38,6,6,6,7
29277,18,65,75,60,75,Sandy,6,2,Italy,cardoon,vegetable,9,31,8,6,6,8
29279,25,75,95,90,65,Loamy,6,4,Argentina,cardoon,vegetable,11,17,6,9,8,10
29281,15,60,40,60,60,Sandy,6,2,France,leek,vegetable,9,31,6,6,6,4
29283,25,80,60,90,80,Clay,6,4,Canada,leek,vegetable,11,5,8,9,8,6
29289,18,55,75,75,65,Loamy,6,2,Germany,asparagus,vegetable,9,17,6,8,6,8
29312,20,70,80,60,60,Loamy,6,4,Canada/Toronto,garden rhubarb,vegetable,10,17,6,6,7,8
29313,25,80,90,70,70,Loamy,6,4,Germany/Berlin,garden rhubarb,vegetable,11,17,7,7,8,9
29315,15,60,60,40,50,Loamy,6,2,United States/New York,garden rhubarb,vegetable,9,17,5,4,6,6
29369,14,60,45,75,75,Loamy,6,2,United States,alpine sorrel,vegetable,8,17,8,8,6,4
29372,25,80,90,70,85,Silty,6,4,Japan/Tokyo,aquatic rumex,vegetable,11,41,8,7,8,9
29377,20,50,70,40,60,Sandy,6,2,Japan/Tokyo,round sorrel,vegetable,10,31,6,4,5,7
29398,22,50,75,50,70,Loamy,6,4,China/Hangzhou,rheum noble,vegetable,10,17,7,5,5,8
29416,25,70,100,80,60,Loamy,6,2,France,graceful sorrel,vegetable,11,17,6,8,7,10
29427,20,80,85,75,75,Clayey,6,4,Morocco/Tangier,rumex of tangier,vegetable,10,8,8,8,8,8
29428,23,70,95,65,65,Sandy,6,2,Morocco/Tangier,rumex of tangier,vegetable,10,31,6,6,7,10
29430,22,80,90,75,75,Clayey,6,4,Morocco/Tangier,rumex of tangier,vegetable,10,8,8,8,8,9
29436,15,60,60,40,70,Sandy,2,1,England/London,parsnip,vegetable,9,31,7,4,6,6
29439,18,60,70,50,75,Sandy,2,2,Australia/Sydney,parsnip,vegetable,9,31,8,5,6,7
29440,20,65,70,50,75,Loamy,6,2,Germany/Berlin,parsnip,vegetable,10,17,8,5,6,7
29441,20,70,70,40,60,Loamy,6,4,United States/New York,carrot,vegetable,10,17,6,4,7,7
29444,25,60,80,50,70,Loamy,6,4,Germany/Berlin,carrot,vegetable,11,17,7,5,6,8
29445,20,50,70,60,60,Sandy,6,4,Netherlands/Amsterdam,carrot,vegetable,10,31,6,6,5,7
29449,16,62,72,52,72,Clay,6,4,Spain/Madrid,beet,vegetable,9,5,7,5,6,7
29464,15,70,60,70,70,Sandy,6,2,Australia/Sydney,turnip,vegetable,9,31,7,7,7,6
29482,20,70,60,50,60,Sandy,6,4,Germany/Berlin,rapeseed,vegetable,10,31,6,5,7,6
29483,25,80,70,40,50,Loamy,6,4,France/Paris,rapeseed,vegetable,11,17,5,4,8,7
29485,25,70,60,50,60,Loamy,6,4,Australia/Sydney,rapeseed,vegetable,11,17,6,5,7,6
29501,30,70,80,50,60,Clayey,6,4,India,okra,vegetable,12,8,6,5,7,8
29504,32,70,90,60,70,Loamy,6,4,Brazil,okra,vegetable,12,17,7,6,7,9
29505,27,60,75,65,65,Sandy,6,2,Mexico,okra,vegetable,11,31,6,6,6,8
29508,20,45,70,50,65,Sandy,6,1,France/Paris,rocket,vegetable,10,31,6,5,4,7
29513,25,80,80,70,90,Loamy,6,4,Australia/Sydney,lettuce,vegetable,11,17,9,7,8,8
29529,22,70,90,90,85,Loamy,6,4,Canada/Toronto,tuberous chervil,vegetable,10,17,8,9,7,9
29541,18,60,70,60,75,Sandy loam,6,2,United States/California,ground pear,vegetable,9,36,8,6,6,7
29543,22,70,90,75,80,Clay loam,6,4,India/Delhi,ground pear,vegetable,10,7,8,8,7,9
29544,16,55,60,50,70,Silty loam,6,2,China/Shanghai,ground pear,vegetable,9,44,7,5,6,6
29560,15,50,40,80,80,Loamy,6,2,Greece,cultivated radish,vegetable,9,17,8,8,5,4
29564,18,50,60,55,60,Silty,6,1,Australia/Sydney,garden cress,vegetable,9,41,6,6,5,6
29581,30,65,90,50,70,Clay,6,4,Cuba,claytone from cuba,vegetable,12,5,7,5,6,9
29584,30,68,88,55,72,Clay,6,4,Cuba,claytone from cuba,vegetable,12,5,7,6,7,9
29585,26,55,75,70,80,Clay,6,4,Cuba,claytone from cuba,vegetable,11,5,8,7,6,8
29600,19,62,82,62,68,Loamy,6,4,Germany/Berlin,prickly lettuce,vegetable,9,17,7,6,6,8
29605,28,80,95,85,90,Loamy,6,4,India/New Delhi,common cabbage,vegetable,11,17,9,8,8,10
29608,20,50,70,40,60,Loamy,6,1,Brazil/Sao Paulo,capsicum baccatum,vegetable,10,17,6,4,5,7
29610,30,70,90,60,80,Loamy,2,4,India/Mumbai,capsicum baccatum,vegetable,12,17,8,6,7,9
29616,-5,40,20,10,60,Sandy,2,1,Canada/Toronto,icy ficoid,vegetable,5,31,6,1,4,2
29617,-3,50,30,20,70,Loamy,6,2,Russia/Moscow,icy ficoid,vegetable,5,17,7,2,5,3
29618,-10,30,10,5,50,Sandy,2,1,Norway/Oslo,icy ficoid,vegetable,4,31,5,0,3,1
29619,-7,35,15,8,55,Sandy,2,1,Sweden/Stockholm,icy ficoid,vegetable,4,31,6,1,4,2
29620,-8,45,25,15,65,Loamy,6,2,Finland/Helsinki,icy ficoid,vegetable,4,17,6,2,4,2
29621,15,80,60,60,70,Sandy,6,2,United States/New York,cultivated salsify,vegetable,9,31,7,6,8,6
29623,18,70,80,75,75,Clay,6,4,France/Paris,cultivated salsify,vegetable,9,5,8,8,7,8
29625,16,75,65,65,80,Loamy,6,2,United Kingdom/London,cultivated salsify,vegetable,9,17,8,6,8,6
29632,25,70,90,60,70,Loamy,6,4,India/Mumbai,spinach,vegetable,11,17,7,6,7,9
29633,15,65,70,50,75,Sandy,6,2,Australia/Sydney,spinach,vegetable,9,31,8,5,6,7
29634,18,75,80,55,70,Loamy,6,2,Canada/Toronto,spinach,vegetable,9,17,7,6,8,8
29670,25,40,70,60,70,Sandy,6,4,Germany/Berlin,burning nettle,vegetable,11,31,7,6,4,7
29678,20,40,50,70,80,Loamy,6,2,Brazil/Sao Paulo,chard amaranth,vegetable,10,17,8,7,4,5
29680,30,70,80,50,60,Sandy,6,4,Australia/Sydney,chard amaranth,vegetable,12,31,6,5,7,8
29712,18,45,70,70,55,Sandy,6,2,Canada/Toronto,willow leaf lettuce,vegetable,9,31,6,7,4,7
29714,25,55,90,50,65,Loamy,6,4,Australia/Sydney,willow leaf lettuce,vegetable,11,17,6,5,6,9
29723,30,50,90,80,60,Loamy,6,4,Australia/Sydney,lactuca floridana,vegetable,12,17,6,8,5,9
29732,20,50,60,40,60,Silty,6,2,France/Paris,vine lettuce,vegetable,10,41,6,4,5,6
29737,18,65,70,70,75,Sandy,6,4,Canada/Ontario,broccoli root,vegetable,9,31,8,7,6,7
29761,30,75,90,60,70,Sandy,6,4,Thailand/Bangkok,siamese squash,vegetable,12,31,7,6,8,9
29762,25,70,80,70,65,Loamy,6,2,Vietnam/Hanoi,siamese squash,vegetable,11,17,6,7,7,8
29765,35,70,100,50,70,Sandy,6,4,Philippines/Manila,siamese squash,vegetable,13,31,7,5,7,10
29784,30,90,100,75,80,Loamy,6,4,China/Shanghai,winged yam,vegetable,12,17,8,8,9,10
29791,30,60,80,60,70,Sandy,6,4,United States/Florida,florida palm tree,vegetable,12,31,7,6,6,8
29792,28,55,75,55,65,Sandy,6,4,United States/Florida,florida palm tree,vegetable,11,31,6,6,6,8
29793,32,65,90,70,75,Sandy,6,4,United States/Florida,florida palm tree,vegetable,12,31,8,7,6,9
29794,26,50,70,50,60,Sandy,6,4,United States/Florida,florida palm tree,vegetable,11,31,6,5,5,7
29795,29,57,78,58,68,Sandy,6,4,United States/Florida,florida palm tree,vegetable,11,31,7,6,6,8
29801,30,70,80,80,80,Loamy,6,4,India/Kerala,jackfruit,vegetable,12,17,8,8,7,8
29803,35,80,90,90,80,Loamy,6,4,Thailand/Bangkok,jackfruit,vegetable,13,17,8,9,8,9
29817,25,80,70,70,80,Loamy,6,4,Japan,phyllostachys aurea,bamboo,11,17,8,7,8,7
29818,15,50,50,50,60,Loamy,6,2,USA,phyllostachys aurea,bamboo,9,17,6,5,5,5
29824,20,60,70,80,70,Loamy,6,4,Brazil/Rio de Janeiro,fargesia robusta,bamboo,10,17,7,8,6,7
29825,18,65,70,85,75,Loamy,6,4,Greece/Athens,fargesia robusta,bamboo,9,17,8,8,6,7
29826,15,60,50,60,70,Loamy,6,4,China/Beijing,fargesia rufa,bamboo,9,17,7,6,6,5
29829,25,75,80,90,80,Loamy,6,4,Brazil/Rio de Janeiro,fargesia rufa,bamboo,11,17,8,9,8,8
29834,18,75,80,65,75,Sandy,6,2,Brazil/Sao Paulo,fargesia nitida,bamboo,9,31,8,6,8,8
29835,20,55,50,45,75,Loamy,6,2,Greece/Athens,fargesia nitida,bamboo,10,17,8,4,6,5
29882,25,70,80,90,70,Sandy,2,2,Japan,semiarundinaria makinoi,bamboo,11,31,7,9,7,8
29885,20,30,40,50,60,Loamy,6,1,Greece,semiarundinaria makinoi,bamboo,10,17,6,5,3,4
29902,18,60,60,90,75,Sandy,6,4,Argentina,chusquea culou,bamboo,9,31,8,9,6,6
29904,20,70,60,90,75,Sandy,6,4,Peru,chusquea culou,bamboo,10,31,8,9,7,6
29905,18,75,50,80,85,Sandy,6,4,Bolivia,chusquea culou,bamboo,9,31,8,8,8,5
29912,20,50,60,80,60,Sandy,6,2,Japan/Tokyo,phyllostachys viridiglaucescens,bamboo,10,31,6,8,5,6
29914,25,50,60,60,60,Sandy,6,2,Brazil/Rio de Janeiro,phyllostachys viridiglaucescens,bamboo,11,31,6,6,5,6
29928,30,80,90,80,70,Loamy,6,4,India/Bangalore,pleioblastus variegatus,bamboo,12,17,7,8,8,9
29930,20,40,40,50,70,Loamy,6,2,Greece,pleioblastus variegatus,bamboo,10,17,7,5,4,4
29979,15,70,70,70,70,Loamy,6,2,Peru,chusquea quila,bamboo,9,17,7,7,7,7
29987,22,50,70,70,80,Loamy,6,4,Japan/Tokyo,yushania anceps,bamboo,10,17,8,7,5,7
29989,18,45,70,75,75,Loamy,6,2,Brazil/Rio de Janeiro,yushania anceps,bamboo,9,17,8,8,4,7
30000,20,45,50,60,55,Sandy,6,1,Malaysia,drepanostachyum khasianum,bamboo,10,31,6,6,4,5
30002,30,70,95,60,70,Loamy,6,4,Mexico,bamboo from mexico,bamboo,12,17,7,6,7,10
30016,25,80,80,50,70,Loamy,6,4,China,sinobambusa tootsik,bamboo,11,17,7,5,8,8
30017,22,75,70,60,75,Loamy,6,2,Japan,sinobambusa tootsik,bamboo,10,17,8,6,8,7
30020,25,70,60,80,70,Loamy,6,4,Greece,sinobambusa tootsik,bamboo,11,17,7,8,7,6
