temperature,hydrometry_rate,sunshine_rate,rainfall,humidity_rate,soil_type,moisture,water_level,suitable_plantation_location,seed_name,plant_name
20,60,80,70,70,Sandy,6,2,Ethiopia,dierama pauciflorum,perennial
25,70,100,80,80,Loamy,6,4,Kenya,dierama pauciflorum,perennial
20,60,80,70,70,Sandy,2,2,Tanzania,dierama pauciflorum,perennial
20,30,10,10,80,Loamy,6,2,Zimbabwe,dierama pauciflorum,perennial
25,70,80,50,60,Sandy,2,1,United States/California,dudleya variegata,perennial
20,60,70,60,70,Sandy,6,2,United States/Arizona,dudleya variegata,perennial
25,80,90,40,50,Loamy,6,4,Mexico/Baja California,dudleya variegata,perennial
20,70,80,50,60,Sandy,2,1,United States/Oregon,dudleya variegata,perennial
20,60,70,60,70,Sandy,6,2,United States/Nevada,dudleya variegata,perennial
25,70,100,80,80,Loamy,6,4,India,coluria geoides,perennial
20,60,80,70,70,Sandy,2,2,China,coluria geoides,perennial
25,70,100,80,80,Loamy,6,4,Australia,coluria geoides,perennial
20,60,80,70,70,Sandy,2,2,Brazil,coluria geoides,perennial
20,30,10,10,80,Loamy,6,2,Mexico,coluria geoides,perennial
25,70,100,80,80,Loamy,6,4,Peru,espostoa hylaea,perennial
20,60,80,70,70,Sandy,2,2,Chile,espostoa hylaea,perennial
25,70,100,80,80,Loamy,6,4,Argentina,espostoa hylaea,perennial
20,60,80,70,70,Sandy,2,2,Bolivia,espostoa hylaea,perennial
20,30,10,10,80,Loamy,6,2,Ecuador,espostoa hylaea,perennial
30,40,70,20,40,Sandy,2,1,South Africa/Cape Town,gibbaeum sparse,perennial
25,50,80,30,50,Loamy,6,2,Namibia/Windhoek,gibbaeum sparse,perennial
20,60,90,40,60,Clayey,6,4,Australia/Sydney,gibbaeum sparse,perennial
15,70,100,50,70,Loamy,6,4,Argentina/Buenos Aires,gibbaeum sparse,perennial
10,80,100,60,80,Loamy,6,4,United States/New York,gibbaeum sparse,perennial
20,40,60,50,60,Loamy,6,2,Afghanistan/Kabul,ferula moschata,perennial
15,35,50,40,40,Sandy,2,1,Iran/Tehran,ferula moschata,perennial
25,50,70,60,50,Loamy,6,2,Turkey/Istanbul,ferula moschata,perennial
18,45,65,55,45,Loamy,6,2,Pakistan/Islamabad,ferula moschata,perennial
22,55,75,65,55,Loamy,6,2,India/New Delhi,ferula moschata,perennial
15,50,60,60,70,Loamy,6,2,Turkey/Istanbul,iris paradoxa,perennial
20,60,70,70,80,Loamy,6,4,France/Paris,iris paradoxa,perennial
22,65,75,75,85,Sandy,6,4,Germany/Berlin,iris paradoxa,perennial
18,55,65,65,75,Loamy,6,2,Australia/Sydney,iris paradoxa,perennial
16,45,55,55,65,Loamy,6,2,United States/New York,iris paradoxa,perennial
30,40,50,20,30,Sandy,2,1,Namibia/Windhoek,schwantesia triebneri,perennial
25,50,60,30,40,Loamy,6,2,South Africa/Cape Town,schwantesia triebneri,perennial
20,60,70,40,50,Sandy,6,2,Botswana/Gaborone,schwantesia triebneri,perennial
15,70,80,50,60,Loamy,6,4,Zimbabwe/Harare,schwantesia triebneri,perennial
10,80,90,60,70,Clay,6,4,Angola/Luanda,schwantesia triebneri,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,sedum stefco,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,sedum stefco,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,sedum stefco,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,sedum stefco,perennial
20,30,10,10,80,Loamy,6,2,Greece,sedum stefco,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,neglected cinquefoil,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,neglected cinquefoil,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,neglected cinquefoil,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,neglected cinquefoil,perennial
20,30,10,10,80,Loamy,6,2,Greece,neglected cinquefoil,perennial
15,60,50,50,70,Sandy,6,2,Mexico,abronia alpina,perennial
20,70,60,70,80,Sandy,6,4,USA/California,abronia alpina,perennial
25,80,80,80,90,Loamy,6,4,Canada/British Columbia,abronia alpina,perennial
18,70,70,70,80,Loamy,6,2,Chile,abronia alpina,perennial
22,75,70,70,85,Loamy,6,4,Argentina,abronia alpina,perennial
25,70,100,80,80,Loamy,6,4,Mexico,ageratina jucunda,perennial
20,60,80,70,70,Sandy,2,1,Mexico,ageratina jucunda,perennial
25,70,100,80,80,Loamy,6,4,Mexico,ageratina jucunda,perennial
20,60,80,70,70,Sandy,2,1,Mexico,ageratina jucunda,perennial
20,30,10,10,80,Loamy,6,2,Mexico,ageratina jucunda,perennial
25,60,80,70,70,Loamy,6,4,United States/Colorado,aquilegia laramiensis,perennial
20,50,70,60,60,Sandy,6,2,Canada/Alberta,aquilegia laramiensis,perennial
25,60,80,70,70,Loamy,6,4,Mexico/Chihuahua,aquilegia laramiensis,perennial
20,50,70,60,60,Sandy,6,2,Peru/Lima,aquilegia laramiensis,perennial
20,30,10,10,80,Loamy,6,2,China/Beijing,aquilegia laramiensis,perennial
25,70,100,80,80,Loamy,6,4,South Africa,argyroderma subalbum,perennial
20,60,80,70,70,Sandy,2,2,Namibia,argyroderma subalbum,perennial
25,70,100,80,80,Loamy,6,4,South Africa,argyroderma subalbum,perennial
20,60,80,70,70,Sandy,2,2,Namibia,argyroderma subalbum,perennial
20,30,10,10,80,Loamy,6,2,Greece,argyroderma subalbum,perennial
25,35,80,50,70,Sandy,2,1,South Africa,conophytum depressum,perennial
20,45,70,60,60,Sandy,2,1,South Africa,conophytum depressum,perennial
22,40,75,55,65,Sandy,2,1,South Africa,conophytum depressum,perennial
23,37,78,52,68,Sandy,2,1,South Africa,conophytum depressum,perennial
24,38,77,51,69,Sandy,2,1,South Africa,conophytum depressum,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,crambe orientalis,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,crambe orientalis,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,crambe orientalis,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,crambe orientalis,perennial
20,30,10,10,80,Loamy,6,2,Greece,crambe orientalis,perennial
25,50,80,70,60,Sandy,2,1,South Africa,aloinopsis peersii,perennial
30,40,90,80,70,Sandy,2,1,Namibia,aloinopsis peersii,perennial
20,60,70,60,50,Sandy,6,2,South Africa,aloinopsis peersii,perennial
25,55,75,65,55,Loamy,6,2,South Africa,aloinopsis peersii,perennial
22,45,85,75,65,Loamy,6,2,South Africa,aloinopsis peersii,perennial
20,70,80,60,60,Loamy,6,2,China/Beijing,delphinium xantholeucum,perennial
18,65,75,55,65,Sandy,6,2,Japan/Tokyo,delphinium xantholeucum,perennial
22,75,85,65,75,Loamy,6,4,India/Bangalore,delphinium xantholeucum,perennial
16,60,70,50,60,Sandy,6,2,Brazil/Rio de Janeiro,delphinium xantholeucum,perennial
17,55,65,45,55,Loamy,6,2,Greece,delphinium xantholeucum,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,draba haynaldii,perennial
20,65,80,75,70,Sandy,6,2,Russia/Moscow,draba haynaldii,perennial
22,75,90,80,80,Loamy,6,4,Canada/Ottawa,draba haynaldii,perennial
23,68,85,70,75,Sandy,6,2,USA/Washington D.C.,draba haynaldii,perennial
25,70,100,80,80,Loamy,6,4,Mexico/Mexico City,draba haynaldii,perennial
20,70,60,60,70,Loamy,6,2,Russia/Kamchatka,cirsium kamtschaticum,perennial
15,80,40,70,80,Loamy,6,4,Russia/Kamchatka,cirsium kamtschaticum,perennial
25,50,70,60,60,Loamy,6,2,Russia/Kamchatka,cirsium kamtschaticum,perennial
18,60,50,50,70,Loamy,6,2,Russia/Kamchatka,cirsium kamtschaticum,perennial
20,70,60,60,70,Loamy,6,2,Russia/Kamchatka,cirsium kamtschaticum,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,linearis dyschorist,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,linearis dyschorist,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,linearis dyschorist,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,linearis dyschorist,perennial
20,30,10,10,80,Loamy,6,2,Greece,linearis dyschorist,perennial
25,60,70,40,50,Sandy,2,1,United States/California,eriogonum soredium,perennial
20,70,80,60,60,Loamy,6,2,Canada/British Columbia,eriogonum soredium,perennial
25,60,70,40,50,Sandy,2,1,Mexico/Baja California,eriogonum soredium,perennial
20,70,80,60,60,Loamy,6,2,Australia/New South Wales,eriogonum soredium,perennial
25,60,70,40,50,Sandy,2,1,South Africa/Western Cape,eriogonum soredium,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,habranthus gracilifolius,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,habranthus gracilifolius,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,habranthus gracilifolius,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,habranthus gracilifolius,perennial
20,30,10,10,80,Loamy,6,2,Greece,habranthus gracilifolius,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,ischnosiphon rotundifolius,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,ischnosiphon rotundifolius,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,ischnosiphon rotundifolius,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,ischnosiphon rotundifolius,perennial
20,30,10,10,80,Loamy,6,2,Greece,ischnosiphon rotundifolius,perennial
25,70,100,80,80,Sandy,6,4,Namibia,lithops meyeri,perennial
30,65,90,60,70,Sandy,2,1,South Africa,lithops meyeri,perennial
20,75,60,70,80,Loamy,6,2,Australia,lithops meyeri,perennial
25,70,100,80,80,Sandy,6,4,Mexico,lithops meyeri,perennial
20,60,80,70,70,Loamy,6,2,United States,lithops meyeri,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,oxalis lasiandra,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,oxalis lasiandra,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,oxalis lasiandra,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,oxalis lasiandra,perennial
20,30,10,10,80,Loamy,6,2,Greece,oxalis lasiandra,perennial
25,70,100,80,80,Loamy,6,4,Canada/Quebec,ligusticum canadense,perennial
20,60,80,70,70,Sandy,2,2,United States/Minnesota,ligusticum canadense,perennial
25,70,100,80,80,Loamy,6,4,Canada/Ontario,ligusticum canadense,perennial
20,60,80,70,70,Sandy,2,2,United States/Illinois,ligusticum canadense,perennial
20,30,10,10,80,Loamy,6,2,United States/Ohio,ligusticum canadense,perennial
25,70,100,80,80,Sandy,6,4,United States/Colorado,physaria condensata,perennial
20,60,80,70,70,Loamy,2,2,United States/Utah,physaria condensata,perennial
25,70,100,80,80,Sandy,6,4,United States/New Mexico,physaria condensata,perennial
20,60,80,70,70,Loamy,2,2,United States/Arizona,physaria condensata,perennial
20,30,10,10,80,Loamy,6,2,United States/Texas,physaria condensata,perennial
25,65,90,70,75,Loamy,6,4,United States/New York,polymnia uvedalia,perennial
20,60,80,60,70,Sandy,2,2,Canada/Toronto,polymnia uvedalia,perennial
22,70,85,75,80,Loamy,6,4,Mexico/Mexico City,polymnia uvedalia,perennial
18,55,75,65,65,Sandy,2,2,Brazil/Sao Paulo,polymnia uvedalia,perennial
22,60,80,70,70,Loamy,6,4,Australia/Sydney,polymnia uvedalia,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,various-leaved water-milfoil,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,various-leaved water-milfoil,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,various-leaved water-milfoil,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,various-leaved water-milfoil,perennial
20,30,10,10,80,Loamy,6,2,Greece,various-leaved water-milfoil,perennial
20,60,80,70,70,Sandy,6,2,South Korea/Jeju Island,ranunculus quelpaertensis,perennial
22,65,85,75,75,Loamy,6,2,Japan/Osaka,ranunculus quelpaertensis,perennial
18,55,75,65,65,Sandy,2,1,United States/California,ranunculus quelpaertensis,perennial
23,70,90,80,80,Loamy,6,4,China/Shanghai,ranunculus quelpaertensis,perennial
19,50,70,60,60,Clay,6,2,France/Paris,ranunculus quelpaertensis,perennial
25,50,60,70,60,Sandy,2,1,Mexico,tillandsia funebris,perennial
20,70,80,90,70,Loamy,6,2,Brazil,tillandsia funebris,perennial
30,60,70,80,80,Loamy,6,4,Ecuador,tillandsia funebris,perennial
25,70,100,80,80,Loamy,6,4,Colombia,tillandsia funebris,perennial
20,60,80,70,70,Sandy,2,2,Peru,tillandsia funebris,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,red-stained bramble,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,red-stained bramble,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,red-stained bramble,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,red-stained bramble,perennial
20,30,10,10,80,Loamy,6,2,Greece,red-stained bramble,perennial
22,60,70,50,70,Loamy,6,2,Kazakhstan/Nur-Sultan,scorzonera tau-saghyz,perennial
18,50,60,40,60,Sandy,2,1,Russia/Moscow,scorzonera tau-saghyz,perennial
25,70,80,60,70,Loamy,6,2,China/Beijing,scorzonera tau-saghyz,perennial
20,60,70,50,60,Sandy,2,1,Korea/Seoul,scorzonera tau-saghyz,perennial
22,70,80,60,70,Loamy,6,2,Turkey/Istanbul,scorzonera tau-saghyz,perennial
25,60,80,70,70,Sandy,6,2,Mexico/Cancun,zephyranthes arenicola,perennial
20,40,60,50,60,Sandy,6,2,USA/Miami,zephyranthes arenicola,perennial
25,70,100,80,80,Loamy,6,4,Australia/Sydney,zephyranthes arenicola,perennial
20,60,80,70,70,Sandy,2,2,Thailand/Bangkok,zephyranthes arenicola,perennial
20,30,10,10,80,Loamy,6,2,Brazil/Rio de Janeiro,zephyranthes arenicola,perennial
20,80,90,70,70,Sandy,6,4,Spain/Madrid,arabette fernandi-coburgi,perennial
25,70,80,60,60,Loamy,6,2,Italy/Rome,arabette fernandi-coburgi,perennial
20,80,90,70,70,Sandy,6,4,France/Paris,arabette fernandi-coburgi,perennial
25,70,80,60,60,Loamy,6,2,Germany/Berlin,arabette fernandi-coburgi,perennial
20,80,90,70,70,Sandy,6,4,United Kingdom/London,arabette fernandi-coburgi,perennial
20,60,80,70,70,Loamy,6,4,China,arisaema propinquum,perennial
25,70,100,80,80,Loamy,6,4,Japan,arisaema propinquum,perennial
20,60,80,70,70,Sandy,2,2,India,arisaema propinquum,perennial
25,70,100,80,80,Loamy,6,4,Brazil,arisaema propinquum,perennial
20,30,10,10,80,Loamy,6,2,Greece,arisaema propinquum,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,begonia acutifolia,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,begonia acutifolia,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,begonia acutifolia,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,begonia acutifolia,perennial
20,30,10,10,80,Loamy,6,2,Greece,begonia acutifolia,perennial
25,80,70,60,70,Loamy,6,4,China/Beijing,begonia tayabensis,perennial
20,70,80,70,80,Sandy,6,2,Japan/Tokyo,begonia tayabensis,perennial
25,75,90,80,85,Loamy,6,4,India/Bangalore,begonia tayabensis,perennial
20,70,80,70,80,Sandy,6,2,Brazil/Rio de Janeiro,begonia tayabensis,perennial
22,65,75,75,75,Loamy,6,2,Greece/Athens,begonia tayabensis,perennial
25,70,100,80,80,Loamy,6,4,United States/Florida,carphephorus bellidifolius,perennial
20,60,80,70,70,Sandy,2,2,United States/Georgia,carphephorus bellidifolius,perennial
25,70,100,80,80,Loamy,6,4,United States/Alabama,carphephorus bellidifolius,perennial
20,60,80,70,70,Sandy,2,2,United States/Texas,carphephorus bellidifolius,perennial
20,30,10,10,80,Loamy,6,2,United States/California,carphephorus bellidifolius,perennial
20,40,60,70,60,Loamy,6,4,France/Paris,molinier mugwort,perennial
18,45,50,60,65,Sandy,6,2,Germany/Berlin,molinier mugwort,perennial
22,50,70,75,55,Loamy,6,4,United Kingdom/London,molinier mugwort,perennial
25,55,80,85,50,Loamy,6,4,Spain/Madrid,molinier mugwort,perennial
18,40,60,70,60,Loamy,6,4,Italy/Rome,molinier mugwort,perennial
20,40,70,60,60,Sandy,2,1,South Africa,conophytum minusculum,perennial
22,45,80,65,65,Loamy,6,2,Namibia,conophytum minusculum,perennial
18,50,75,55,55,Sandy,2,1,Botswana,conophytum minusculum,perennial
21,55,85,70,60,Loamy,6,2,Angola,conophytum minusculum,perennial
19,48,78,58,58,Sandy,2,1,Zimbabwe,conophytum minusculum,perennial
25,70,100,80,80,Loamy,6,4,Italy/Florence,purple knapweed,perennial
20,60,80,70,70,Sandy,2,2,France/Paris,purple knapweed,perennial
25,70,100,80,80,Loamy,6,4,Germany/Berlin,purple knapweed,perennial
20,60,80,70,70,Sandy,2,2,Canada/Toronto,purple knapweed,perennial
20,30,10,10,80,Loamy,6,2,United States/New York,purple knapweed,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,dianthus spiculifolius,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,dianthus spiculifolius,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,dianthus spiculifolius,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,dianthus spiculifolius,perennial
20,30,10,10,80,Loamy,6,2,Greece,dianthus spiculifolius,perennial
25,70,100,80,80,Loamy,6,4,Greece,euphorbia gorgonis,perennial
20,60,80,70,70,Sandy,2,2,Greece,euphorbia gorgonis,perennial
25,70,100,80,80,Loamy,6,4,Greece,euphorbia gorgonis,perennial
20,60,80,70,70,Sandy,2,2,Greece,euphorbia gorgonis,perennial
20,30,10,10,80,Loamy,6,2,Greece,euphorbia gorgonis,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,fibigia eriocarpa,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,fibigia eriocarpa,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,fibigia eriocarpa,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,fibigia eriocarpa,perennial
20,30,10,10,80,Loamy,6,2,Greece,fibigia eriocarpa,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,iris hoogiana,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,iris hoogiana,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,iris hoogiana,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,iris hoogiana,perennial
20,30,10,10,80,Loamy,6,2,Greece,iris hoogiana,perennial
25,70,100,80,80,Loamy,6,4,Colombia,mirabilis expansa,perennial
20,60,80,70,70,Sandy,2,2,Peru,mirabilis expansa,perennial
25,70,100,80,80,Loamy,6,4,Ecuador,mirabilis expansa,perennial
20,60,80,70,70,Sandy,2,2,Bolivia,mirabilis expansa,perennial
20,30,10,10,80,Loamy,6,2,Mexico,mirabilis expansa,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,potentilla eriocarpa,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,potentilla eriocarpa,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,potentilla eriocarpa,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,potentilla eriocarpa,perennial
20,30,10,10,80,Loamy,6,2,Greece,potentilla eriocarpa,perennial
25,70,50,60,60,Loamy,6,4,China,chinese lily of the valley,perennial
20,60,70,50,50,Loamy,6,2,Japan,chinese lily of the valley,perennial
25,70,50,60,60,Loamy,6,4,India,chinese lily of the valley,perennial
20,60,70,50,50,Loamy,6,2,Brazil,chinese lily of the valley,perennial
20,30,10,10,80,Loamy,6,2,Greece,chinese lily of the valley,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,burnet with twelve stamens,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,burnet with twelve stamens,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,burnet with twelve stamens,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,burnet with twelve stamens,perennial
20,30,10,10,80,Loamy,6,2,Greece,burnet with twelve stamens,perennial
20,50,60,70,70,Loamy,6,2,China/Beijing,saxifraga punctata,perennial
22,55,65,75,75,Loamy,6,2,Japan/Tokyo,saxifraga punctata,perennial
21,53,63,73,73,Loamy,6,2,India/Bangalore,saxifraga punctata,perennial
19,48,58,68,68,Loamy,6,2,Brazil/Rio de Janeiro,saxifraga punctata,perennial
18,45,55,65,65,Loamy,6,2,Greece,saxifraga punctata,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,sedum nevii,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,sedum nevii,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,sedum nevii,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,sedum nevii,perennial
20,30,10,10,80,Loamy,6,2,Greece,sedum nevii,perennial
25,70,80,60,70,Loamy,6,2,Argentina,sisyrinchium fuscatum,perennial
20,60,70,50,60,Sandy,2,1,United States,sisyrinchium fuscatum,perennial
25,70,80,60,70,Loamy,6,2,Mexico,sisyrinchium fuscatum,perennial
20,60,70,50,60,Sandy,2,1,Brazil,sisyrinchium fuscatum,perennial
20,30,40,40,70,Loamy,6,2,Chile,sisyrinchium fuscatum,perennial
20,50,60,70,60,Loamy,6,4,Australia/Sydney,trachymene incised,perennial
25,70,80,60,70,Sandy,6,2,Mexico/Mexico City,trachymene incised,perennial
22,55,75,65,65,Loamy,6,4,Italy/Rome,trachymene incised,perennial
23,60,70,55,60,Loamy,6,4,United States/New York,trachymene incised,perennial
21,65,75,60,55,Sandy,6,2,South Africa/Cape Town,trachymene incised,perennial
25,70,100,80,80,Loamy,5,4,Madagascar,aerangis modesta,perennial
20,60,80,70,70,Sandy,5,2,Madagascar,aerangis modesta,perennial
25,70,100,80,80,Loamy,5,4,Madagascar,aerangis modesta,perennial
20,60,80,70,70,Sandy,5,2,Madagascar,aerangis modesta,perennial
20,30,10,10,80,Loamy,5,2,Madagascar,aerangis modesta,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,arenaria tmolea,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,arenaria tmolea,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,arenaria tmolea,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,arenaria tmolea,perennial
20,30,10,10,80,Loamy,6,2,Greece,arenaria tmolea,perennial
15,60,70,60,70,Loamy,6,2,China/Beijing,hill yarrow,perennial
18,65,75,70,75,Sandy,6,2,Japan/Tokyo,hill yarrow,perennial
20,70,80,80,80,Loamy,6,4,India/Bangalore,hill yarrow,perennial
15,60,70,60,70,Sandy,2,1,Brazil/Rio de Janeiro,hill yarrow,perennial
18,65,75,70,75,Loamy,2,1,Greece,hill yarrow,perennial
25,70,100,80,80,Loamy,6,4,United States/California,asclepias obovata,perennial
20,60,80,70,70,Sandy,2,2,United States/Texas,asclepias obovata,perennial
25,70,100,80,80,Loamy,6,4,Mexico/Oaxaca,asclepias obovata,perennial
20,60,80,70,70,Sandy,2,2,Brazil/São Paulo,asclepias obovata,perennial
20,30,10,10,80,Loamy,6,2,Australia/New South Wales,asclepias obovata,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,begonia egregia,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,begonia egregia,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,begonia egregia,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,begonia egregia,perennial
20,30,10,10,80,Loamy,6,2,Greece,begonia egregia,perennial
20,50,70,60,70,Sandy,2,2,Spain/Madrid,yellowish bugloss,perennial
25,60,80,70,75,Loamy,6,4,France/Paris,yellowish bugloss,perennial
22,55,75,65,72,Sandy loam,6,2,Italy/Rome,yellowish bugloss,perennial
23,58,78,68,73,Clayey,6,2,Germany/Berlin,yellowish bugloss,perennial
21,52,72,62,68,Silty,6,2,United Kingdom/London,yellowish bugloss,perennial
25,60,70,40,50,Sandy,2,1,United States/Florida,campanula floridana,perennial
20,65,75,50,55,Loamy,6,2,Canada/Toronto,campanula floridana,perennial
22,70,80,60,60,Clay,6,4,France/Paris,campanula floridana,perennial
18,55,65,45,50,Sandy,2,2,Australia/Sydney,campanula floridana,perennial
23,75,85,70,65,Loamy,6,4,Germany/Berlin,campanula floridana,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,carruanthus ringens,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,carruanthus ringens,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,carruanthus ringens,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,carruanthus ringens,perennial
20,30,10,10,80,Loamy,6,2,Greece,carruanthus ringens,perennial
20,40,60,50,60,Sandy,2,2,South Africa/Namaqualand,conophytum velutinum,perennial
25,60,70,40,70,Rocky,2,1,Namibia/Keetmanshoop,conophytum velutinum,perennial
15,50,80,60,50,Sandy,6,2,USA/Arizona,conophytum velutinum,perennial
18,70,60,30,60,Loamy,6,4,Mexico/San Luis Potosi,conophytum velutinum,perennial
22,65,75,45,55,Sandy,6,2,Australia/Adelaide,conophytum velutinum,perennial
27,65,90,70,65,Loamy,6,4,Brazil/Sao Paulo,enlarged fruit callitrich,perennial
23,55,70,60,55,Loamy,6,2,Mexico/Mexico City,enlarged fruit callitrich,perennial
25,60,80,70,60,Loamy,6,4,India/Delhi,enlarged fruit callitrich,perennial
28,70,95,75,70,Loamy,6,4,Australia/Sydney,enlarged fruit callitrich,perennial
26,60,80,70,65,Loamy,6,2,China/Shanghai,enlarged fruit callitrich,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,rock knapweed,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,rock knapweed,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,rock knapweed,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,rock knapweed,perennial
20,30,10,10,80,Loamy,6,2,Greece,rock knapweed,perennial
20,70,80,60,70,Loamy,6,2,South Africa/Johannesburg,dierama trichorhizum,perennial
25,80,90,70,75,Sandy,6,4,Australia/Sydney,dierama trichorhizum,perennial
22,75,85,65,70,Loamy,6,2,United States/New York,dierama trichorhizum,perennial
18,65,75,55,65,Sandy,6,1,France/Paris,dierama trichorhizum,perennial
20,70,80,60,70,Loamy,6,2,Canada/Toronto,dierama trichorhizum,perennial
25,60,80,50,70,Sandy,2,2,Peru/Lima,espostoa mirabilis,perennial
20,50,70,40,60,Sandy,2,1,Chile/Santiago,espostoa mirabilis,perennial
25,60,80,50,70,Sandy,2,2,Argentina/Buenos Aires,espostoa mirabilis,perennial
20,50,70,40,60,Sandy,2,1,Mexico/Mexico City,espostoa mirabilis,perennial
20,30,10,10,80,Loamy,6,2,Venezuela/Caracas,espostoa mirabilis,perennial
25,40,70,60,60,Sandy,2,2,South Africa,gibbaeum gibbosum,perennial
20,50,80,70,70,Sandy,2,2,Namibia,gibbaeum gibbosum,perennial
30,60,90,40,50,Sandy,2,1,Botswana,gibbaeum gibbosum,perennial
25,40,70,60,60,Sandy,2,2,Australia,gibbaeum gibbosum,perennial
20,50,80,70,70,Sandy,2,2,United States,gibbaeum gibbosum,perennial
25,70,100,80,80,Loamy,6,4,Pakistan/Gilgit-Baltistan,ferula narthex,perennial
